date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,top10_ratio,decay,modified_turn,score,basket,average-5-periods-return,5-periods-winning,average-10-periods-return,10-periods-winning,average-20-periods-return,20-periods-winning
2018-12-12,sh.601869,35.488304,35.572003,34.660615,34.772214,35.553403,3771908,141891084.0,2,4.976755,1,-2.197228,0,0.0,1.0,4.976755,-0.13781098654473153,2.0,-0.016581975481917755,false,0.06445574618860928,true,0.11500400866047822,true
2018-12-13,sh.601869,34.948911,35.627802,34.679215,35.320906,34.772214,4121479,156136959.0,2,5.437988,1,1.577962,0,0.0,1.0,5.437988,0.09529258263679763,2.0,-0.025803047067931906,false,0.05897841352087618,true,0.11005793565997424,true
2018-12-14,sh.601869,35.181408,35.237207,34.177022,34.260721,35.320906,3899134,145187992.0,2,5.14462,1,-3.001578,0,0.0,1.0,5.14462,-0.3061715721798681,2.0,0.0021715538327407025,true,0.07953311899069493,true,0.13762214753157131,true
2018-12-17,sh.601869,34.158423,34.456018,33.814327,34.297921,34.260721,2156724,79195130.0,2,2.845639,1,0.10858,0,0.0,1.0,2.845639,-0.30776811891991257,1.0,0.08242948603211242,true,0.0867678831028853,true,0.10168111938913138,true
2018-12-18,sh.601869,33.991025,34.37232,33.60043,33.860827,34.297921,2051600,74871118.0,2,2.706935,1,-1.274407,0,0.0,1.0,2.706935,-0.3694397482160952,1.0,0.13155724164681493,true,0.045591857517242484,true,0.10491622074085782,true
2018-12-19,sh.601869,34.046824,34.688515,33.870127,34.195622,33.860827,3252663,120134239.0,2,4.291649,1,0.988741,0,0.0,1.0,4.291649,-0.33686732560093224,1.0,0.08240414518560302,true,0.05248844428096655,true,0.11204785220751368,true
2018-12-20,sh.601869,33.814327,34.428119,33.684129,34.409519,34.195622,2404965,88383967.0,2,3.173174,1,0.625509,0,0.0,1.0,3.173174,-0.2534091452683109,2.0,0.08702702295838538,true,0.07459459110718747,true,0.11243243475737041,true
2018-12-21,sh.601869,34.232821,34.688515,34.130523,34.33512,34.409519,2750930,101830455.0,2,3.62965,1,-0.216221,0,0.0,1.0,3.62965,-0.261393724707249,2.0,0.07719393437390032,true,0.07827734401394237,true,0.10021668775294779,true
2018-12-24,sh.601869,34.511818,37.17158,34.465318,37.125081,34.33512,11465915,445134848.0,2,15.128431,1,8.125678,0,0.0,1.0,15.128431,0.14541040250489123,3.0,0.004008018191260065,true,-0.017034063844870717,false,0.006513036294789387,true
2018-12-25,sh.601869,36.418291,39.524448,35.813799,38.315464,37.125081,16649493,673247040.0,2,21.967781,1,3.206419,0,0.0,1.0,21.967781,0.04642686626344247,2.0,-0.07597086648878904,false,-0.007281550864162822,false,-0.0036407754320813,false
