date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,top10_ratio,decay,modified_turn,score_raw,basket_raw,average-5-periods-return_raw,5-periods-winning_raw,average-10-periods-return_raw,10-periods-winning_raw,average-20-periods-return_raw,20-periods-winning_raw,score_adj,basket_adj,average-5-periods-return_adj,5-periods-winning_adj,average-10-periods-return_adj,10-periods-winning_adj,average-20-periods-return_adj,20-periods-winning_adj
2019-10-08,sz.002281,27.424054,27.751103,27.25091,27.347101,27.35672,6885562,196759138.94,2,1.0954,1,-0.0352,0,55.559,1.800089,1.971818,-0.20999374625984873,1.0,0.014421382361516244,true,0.005627872585105109,true,-0.02778755232593011,false,-0.2869003163018057,1.0,0.014421382361516244,true,0.005627872585105109,true,-0.02778755232593011,false
2019-10-09,sz.002281,27.222053,28.049296,26.750717,27.981962,27.347101,8146694,233565705.6,2,1.2961,1,2.3215,0,55.559,1.800089,2.333096,0.016744947540495318,3.0,-0.007906486328585594,false,-0.04262635336292708,false,-0.05568923294227901,false,-0.1781893479409755,2.0,-0.007906486328585594,false,-0.04262635336292708,false,-0.05568923294227901,false
2019-10-10,sz.002281,27.779961,28.309011,27.751103,28.135867,27.981962,9701308,283265218.85,2,1.5434,1,0.55,0,55.559,1.800089,2.778258,0.06883775760386061,3.0,-0.00991449810307965,false,-0.07658118372538514,false,-0.058461535946271015,false,-0.117924162510428,2.0,-0.00991449810307965,false,-0.07658118372538514,false,-0.058461535946271015,false
2019-10-11,sz.002281,28.183963,28.193582,27.424054,27.760723,28.135867,8669939,250439656.92,2,1.3793,1,-1.3333,0,55.559,1.800089,2.482863,-0.060455901125319844,2.0,0.011434500463118447,true,-0.07068609128083592,false,-0.03222455697569537,false,-0.22547451846301242,1.0,0.011434500463118447,true,-0.07068609128083592,false,-0.03222455697569537,false
2019-10-14,sz.002281,28.174344,28.472536,27.991581,28.347488,27.760723,10902951,320971511.62,2,1.7346,1,2.1136,0,55.559,1.800089,3.122435,0.1272902386587722,3.0,-0.030200206804920304,false,-0.0563284831446087,false,-0.060061089010779334,false,-0.03349229607238938,2.0,-0.030200206804920304,false,-0.0563284831446087,false,-0.060061089010779334,false
2019-10-15,sz.002281,28.183963,28.183963,27.654912,27.741484,28.347488,6545734,189464294.12,2,1.0414,1,-2.1378,0,55.559,1.800089,1.874613,-0.0819694073789841,2.0,-0.008668498051510043,false,-0.06033285746357331,false,-0.04750344285835617,false,-0.24334145786215172,1.0,-0.008668498051510043,false,-0.06033285746357331,false,-0.04750344285835617,false
2019-10-16,sz.002281,27.741484,28.087772,27.654912,27.760723,27.741484,4845120,140212419.41,2,0.7708,1,0.0693,0,55.559,1.800089,1.387509,-0.07049196919892761,2.0,-0.034996566912180116,false,-0.07726960137169325,false,-0.04365905743881382,false,-0.233988557364052,1.0,-0.034996566912180116,false,-0.07726960137169325,false,-0.04365905743881382,false
2019-10-17,sz.002281,27.770342,28.183963,27.654912,27.856914,27.760723,4569339,132613251.88,2,0.727,1,0.3465,0,55.559,1.800089,1.308665,-0.031247855015270738,2.0,-0.06733427112565304,false,-0.06077349414942379,false,-0.025207207086901273,false,-0.20375693577269083,1.0,-0.06733427112565304,false,-0.06077349414942379,false,-0.025207207086901273,false
2019-10-18,sz.002281,27.847295,28.414821,27.722246,28.078153,27.856914,8899352,259962357.98,2,1.4158,1,0.7942,0,55.559,1.800089,2.548566,0.05299221911622769,3.0,-0.08119219950115664,false,-0.06851661503518414,false,-0.03905445632410365,false,-0.10439219632113124,2.0,-0.08119219950115664,false,-0.06851661503518414,false,-0.03905445632410365,false
2019-10-21,sz.002281,27.991581,27.991581,27.029671,27.491388,28.078153,6208538,177104378.05,2,0.9877,1,-2.0898,0,55.559,1.800089,1.777948,-0.17326586217723694,2.0,-0.02694192814127827,false,-0.039188235966841733,false,-0.01014695947690969,false,-0.26553326124237403,1.0,-0.02694192814127827,false,-0.039188235966841733,false,-0.01014695947690969,false
